Time,Time,value,area,kind,period
2020-01-01 00:00:00,0,46.2,CS,NO2,pre
2020-01-01 01:00:00,1,43.8,CS,NO2,pre
2020-01-01 02:00:00,2,43.0,CS,NO2,pre
2020-01-01 03:00:00,3,41.4,CS,NO2,pre
2020-01-01 04:00:00,4,39.2,CS,NO2,pre
2020-01-01 05:00:00,5,40.2,CS,NO2,pre
2020-01-01 06:00:00,6,40.8,CS,NO2,pre
2020-01-01 07:00:00,7,42.4,CS,NO2,pre
2020-01-01 08:00:00,8,44.8,CS,NO2,pre
2020-01-01 09:00:00,9,44.4,CS,NO2,pre
2020-01-01 10:00:00,10,45.0,CS,NO2,pre
2020-01-01 11:00:00,11,42.8,CS,NO2,pre
2020-01-01 12:00:00,12,44.4,CS,NO2,pre
2020-01-01 13:00:00,13,42.0,CS,NO2,pre
2020-01-01 14:00:00,14,39.2,CS,NO2,pre
2020-01-01 15:00:00,15,41.0,CS,NO2,pre
2020-01-01 16:00:00,16,43.2,CS,NO2,pre
2020-01-01 17:00:00,17,45.8,CS,NO2,pre
2020-01-01 18:00:00,18,48.4,CS,NO2,pre
2020-01-01 19:00:00,19,50.0,CS,NO2,pre
2020-01-01 20:00:00,20,51.4,CS,NO2,pre
2020-01-01 21:00:00,21,50.4,CS,NO2,pre
2020-01-01 22:00:00,22,49.8,CS,NO2,pre
2020-01-01 23:00:00,23,50.0,CS,NO2,pre
2020-01-02 00:00:00,0,50.4,CS,NO2,pre
2020-01-02 01:00:00,1,49.4,CS,NO2,pre
2020-01-02 02:00:00,2,47.4,CS,NO2,pre
2020-01-02 03:00:00,3,44.8,CS,NO2,pre
2020-01-02 04:00:00,4,43.8,CS,NO2,pre
2020-01-02 05:00:00,5,42.4,CS,NO2,pre
2020-01-02 06:00:00,6,41.8,CS,NO2,pre
2020-01-02 07:00:00,7,42.2,CS,NO2,pre
2020-01-02 08:00:00,8,45.2,CS,NO2,pre
2020-01-02 09:00:00,9,46.2,CS,NO2,pre
2020-01-02 10:00:00,10,46.6,CS,NO2,pre
2020-01-02 11:00:00,11,45.0,CS,NO2,pre
2020-01-02 12:00:00,12,44.4,CS,NO2,pre
2020-01-02 13:00:00,13,43.4,CS,NO2,pre
2020-01-02 14:00:00,14,44.0,CS,NO2,pre
2020-01-02 15:00:00,15,43.6,CS,NO2,pre
2020-01-02 16:00:00,16,43.4,CS,NO2,pre
2020-01-02 17:00:00,17,44.6,CS,NO2,pre
2020-01-02 18:00:00,18,48.4,CS,NO2,pre
2020-01-02 19:00:00,19,53.2,CS,NO2,pre
2020-01-02 20:00:00,20,55.6,CS,NO2,pre
2020-01-02 21:00:00,21,54.4,CS,NO2,pre
2020-01-02 22:00:00,22,54.6,CS,NO2,pre
2020-01-02 23:00:00,23,53.0,CS,NO2,pre
2020-01-03 00:00:00,0,51.8,CS,NO2,pre
2020-01-03 01:00:00,1,49.8,CS,NO2,pre
2020-01-03 02:00:00,2,48.4,CS,NO2,pre
2020-01-03 03:00:00,3,46.6,CS,NO2,pre
2020-01-03 04:00:00,4,45.2,CS,NO2,pre
2020-01-03 05:00:00,5,44.2,CS,NO2,pre
2020-01-03 06:00:00,6,42.4,CS,NO2,pre
2020-01-03 07:00:00,7,42.4,CS,NO2,pre
2020-01-03 08:00:00,8,44.6,CS,NO2,pre
2020-01-03 09:00:00,9,46.4,CS,NO2,pre
2020-01-03 10:00:00,10,46.2,CS,NO2,pre
2020-01-03 11:00:00,11,46.0,CS,NO2,pre
2020-01-03 12:00:00,12,45.0,CS,NO2,pre
2020-01-03 13:00:00,13,42.4,CS,NO2,pre
2020-01-03 14:00:00,14,39.0,CS,NO2,pre
2020-01-03 15:00:00,15,37.0,CS,NO2,pre
2020-01-03 16:00:00,16,38.6,CS,NO2,pre
2020-01-03 17:00:00,17,42.2,CS,NO2,pre
2020-01-03 18:00:00,18,47.6,CS,NO2,pre
2020-01-03 19:00:00,19,54.6,CS,NO2,pre
2020-01-03 20:00:00,20,59.0,CS,NO2,pre
2020-01-03 21:00:00,21,60.8,CS,NO2,pre
2020-01-03 22:00:00,22,59.8,CS,NO2,pre
2020-01-03 23:00:00,23,58.4,CS,NO2,pre
2020-01-04 00:00:00,0,55.4,CS,NO2,pre
2020-01-04 01:00:00,1,52.6,CS,NO2,pre
2020-01-04 02:00:00,2,50.2,CS,NO2,pre
2020-01-04 03:00:00,3,48.2,CS,NO2,pre
2020-01-04 04:00:00,4,46.4,CS,NO2,pre
2020-01-04 05:00:00,5,45.8,CS,NO2,pre
2020-01-04 06:00:00,6,45.6,CS,NO2,pre
2020-01-04 07:00:00,7,45.2,CS,NO2,pre
2020-01-04 08:00:00,8,45.8,CS,NO2,pre
2020-01-04 09:00:00,9,46.6,CS,NO2,pre
2020-01-04 10:00:00,10,48.8,CS,NO2,pre
2020-01-04 11:00:00,11,49.0,CS,NO2,pre
2020-01-04 12:00:00,12,49.0,CS,NO2,pre
2020-01-04 13:00:00,13,50.6,CS,NO2,pre
2020-01-04 14:00:00,14,52.6,CS,NO2,pre
2020-01-04 15:00:00,15,53.8,CS,NO2,pre
2020-01-04 16:00:00,16,53.2,CS,NO2,pre
2020-01-04 17:00:00,17,53.6,CS,NO2,pre
2020-01-04 18:00:00,18,50.8,CS,NO2,pre
2020-01-04 19:00:00,19,49.2,CS,NO2,pre
2020-01-04 20:00:00,20,48.6,CS,NO2,pre
2020-01-04 21:00:00,21,48.8,CS,NO2,pre
2020-01-04 22:00:00,22,48.2,CS,NO2,pre
2020-01-04 23:00:00,23,47.8,CS,NO2,pre
2020-01-05 00:00:00,0,46.4,CS,NO2,pre
2020-01-05 01:00:00,1,43.8,CS,NO2,pre
2020-01-05 02:00:00,2,41.4,CS,NO2,pre
2020-01-05 03:00:00,3,39.0,CS,NO2,pre
2020-01-05 04:00:00,4,38.4,CS,NO2,pre
2020-01-05 05:00:00,5,36.8,CS,NO2,pre
2020-01-05 06:00:00,6,36.2,CS,NO2,pre
2020-01-05 07:00:00,7,37.2,CS,NO2,pre
2020-01-05 08:00:00,8,39.2,CS,NO2,pre
2020-01-05 09:00:00,9,39.6,CS,NO2,pre
2020-01-05 10:00:00,10,40.0,CS,NO2,pre
2020-01-05 11:00:00,11,40.4,CS,NO2,pre
2020-01-05 12:00:00,12,41.2,CS,NO2,pre
2020-01-05 13:00:00,13,42.6,CS,NO2,pre
2020-01-05 14:00:00,14,43.4,CS,NO2,pre
2020-01-05 15:00:00,15,45.0,CS,NO2,pre
2020-01-05 16:00:00,16,48.6,CS,NO2,pre
2020-01-05 17:00:00,17,51.6,CS,NO2,pre
2020-01-05 18:00:00,18,53.4,CS,NO2,pre
2020-01-05 19:00:00,19,53.2,CS,NO2,pre
2020-01-05 20:00:00,20,51.0,CS,NO2,pre
2020-01-05 21:00:00,21,50.0,CS,NO2,pre
2020-01-05 22:00:00,22,48.4,CS,NO2,pre
2020-01-05 23:00:00,23,45.2,CS,NO2,pre
2020-01-06 00:00:00,0,43.0,CS,NO2,pre
2020-01-06 01:00:00,1,41.4,CS,NO2,pre
2020-01-06 02:00:00,2,40.4,CS,NO2,pre
2020-01-06 03:00:00,3,39.2,CS,NO2,pre
2020-01-06 04:00:00,4,38.0,CS,NO2,pre
2020-01-06 05:00:00,5,34.8,CS,NO2,pre
2020-01-06 06:00:00,6,34.2,CS,NO2,pre
2020-01-06 07:00:00,7,36.0,CS,NO2,pre
2020-01-06 08:00:00,8,38.6,CS,NO2,pre
2020-01-06 09:00:00,9,37.4,CS,NO2,pre
2020-01-06 10:00:00,10,36.4,CS,NO2,pre
2020-01-06 11:00:00,11,39.0,CS,NO2,pre
2020-01-06 12:00:00,12,40.2,CS,NO2,pre
2020-01-06 13:00:00,13,38.2,CS,NO2,pre
2020-01-06 14:00:00,14,39.0,CS,NO2,pre
2020-01-06 15:00:00,15,39.8,CS,NO2,pre
2020-01-06 16:00:00,16,41.8,CS,NO2,pre
2020-01-06 17:00:00,17,43.0,CS,NO2,pre
2020-01-06 18:00:00,18,45.6,CS,NO2,pre
2020-01-06 19:00:00,19,47.2,CS,NO2,pre
2020-01-06 20:00:00,20,46.2,CS,NO2,pre
2020-01-06 21:00:00,21,44.4,CS,NO2,pre
2020-01-06 22:00:00,22,41.2,CS,NO2,pre
2020-01-06 23:00:00,23,40.2,CS,NO2,pre
2020-01-07 00:00:00,0,40.8,CS,NO2,pre
2020-01-07 01:00:00,1,38.8,CS,NO2,pre
2020-01-07 02:00:00,2,36.8,CS,NO2,pre
2020-01-07 03:00:00,3,37.2,CS,NO2,pre
2020-01-07 04:00:00,4,35.6,CS,NO2,pre
2020-01-07 05:00:00,5,34.4,CS,NO2,pre
2020-01-07 06:00:00,6,35.2,CS,NO2,pre
2020-01-07 07:00:00,7,35.8,CS,NO2,pre
2020-01-07 08:00:00,8,38.2,CS,NO2,pre
2020-01-07 09:00:00,9,38.6,CS,NO2,pre
2020-01-07 10:00:00,10,38.8,CS,NO2,pre
2020-01-07 11:00:00,11,39.4,CS,NO2,pre
2020-01-07 12:00:00,12,40.2,CS,NO2,pre
2020-01-07 13:00:00,13,33.4,CS,NO2,pre
2020-01-07 14:00:00,14,28.8,CS,NO2,pre
2020-01-07 15:00:00,15,28.2,CS,NO2,pre
2020-01-07 16:00:00,16,28.0,CS,NO2,pre
2020-01-07 17:00:00,17,30.0,CS,NO2,pre
2020-01-07 18:00:00,18,37.6,CS,NO2,pre
2020-01-07 19:00:00,19,46.6,CS,NO2,pre
2020-01-07 20:00:00,20,53.0,CS,NO2,pre
2020-01-07 21:00:00,21,56.0,CS,NO2,pre
2020-01-07 22:00:00,22,58.8,CS,NO2,pre
2020-01-07 23:00:00,23,59.0,CS,NO2,pre
2020-01-08 00:00:00,0,61.0,CS,NO2,pre
2020-01-08 01:00:00,1,57.4,CS,NO2,pre
2020-01-08 02:00:00,2,55.8,CS,NO2,pre
2020-01-08 03:00:00,3,53.4,CS,NO2,pre
2020-01-08 04:00:00,4,51.0,CS,NO2,pre
2020-01-08 05:00:00,5,49.6,CS,NO2,pre
2020-01-08 06:00:00,6,47.0,CS,NO2,pre
2020-01-08 07:00:00,7,47.8,CS,NO2,pre
2020-01-08 08:00:00,8,51.8,CS,NO2,pre
2020-01-08 09:00:00,9,50.8,CS,NO2,pre
2020-01-08 10:00:00,10,53.4,CS,NO2,pre
2020-01-08 11:00:00,11,52.4,CS,NO2,pre
2020-01-08 12:00:00,12,50.4,CS,NO2,pre
2020-01-08 13:00:00,13,47.8,CS,NO2,pre
2020-01-08 14:00:00,14,45.6,CS,NO2,pre
2020-01-08 15:00:00,15,46.2,CS,NO2,pre
2020-01-08 16:00:00,16,47.2,CS,NO2,pre
2020-01-08 17:00:00,17,49.6,CS,NO2,pre
2020-01-08 18:00:00,18,48.6,CS,NO2,pre
2020-01-08 19:00:00,19,45.6,CS,NO2,pre
2020-01-08 20:00:00,20,47.2,CS,NO2,pre
2020-01-08 21:00:00,21,48.6,CS,NO2,pre
2020-01-08 22:00:00,22,49.0,CS,NO2,pre
2020-01-08 23:00:00,23,48.8,CS,NO2,pre
2020-01-09 00:00:00,0,48.4,CS,NO2,pre
2020-01-09 01:00:00,1,43.6,CS,NO2,pre
2020-01-09 02:00:00,2,41.0,CS,NO2,pre
2020-01-09 03:00:00,3,35.6,CS,NO2,pre
2020-01-09 04:00:00,4,32.8,CS,NO2,pre
2020-01-09 05:00:00,5,31.8,CS,NO2,pre
2020-01-09 06:00:00,6,32.8,CS,NO2,pre
2020-01-09 07:00:00,7,34.0,CS,NO2,pre
2020-01-09 08:00:00,8,36.0,CS,NO2,pre
2020-01-09 09:00:00,9,38.4,CS,NO2,pre
2020-01-09 10:00:00,10,39.4,CS,NO2,pre
2020-01-09 11:00:00,11,37.0,CS,NO2,pre
2020-01-09 12:00:00,12,34.2,CS,NO2,pre
2020-01-09 13:00:00,13,32.2,CS,NO2,pre
2020-01-09 14:00:00,14,32.8,CS,NO2,pre
2020-01-09 15:00:00,15,33.2,CS,NO2,pre
2020-01-09 16:00:00,16,34.4,CS,NO2,pre
2020-01-09 17:00:00,17,38.4,CS,NO2,pre
2020-01-09 18:00:00,18,39.8,CS,NO2,pre
2020-01-09 19:00:00,19,40.2,CS,NO2,pre
2020-01-09 20:00:00,20,38.8,CS,NO2,pre
2020-01-09 21:00:00,21,39.4,CS,NO2,pre
2020-01-09 22:00:00,22,39.2,CS,NO2,pre
2020-01-09 23:00:00,23,36.2,CS,NO2,pre
2020-01-10 00:00:00,0,33.4,CS,NO2,pre
2020-01-10 01:00:00,1,34.2,CS,NO2,pre
2020-01-10 02:00:00,2,33.2,CS,NO2,pre
2020-01-10 03:00:00,3,30.8,CS,NO2,pre
2020-01-10 04:00:00,4,29.0,CS,NO2,pre
2020-01-10 05:00:00,5,28.2,CS,NO2,pre
2020-01-10 06:00:00,6,29.8,CS,NO2,pre
2020-01-10 07:00:00,7,32.2,CS,NO2,pre
2020-01-10 08:00:00,8,36.6,CS,NO2,pre
2020-01-10 09:00:00,9,37.4,CS,NO2,pre
2020-01-10 10:00:00,10,36.2,CS,NO2,pre
2020-01-10 11:00:00,11,32.4,CS,NO2,pre
2020-01-10 12:00:00,12,29.8,CS,NO2,pre
2020-01-10 13:00:00,13,28.0,CS,NO2,pre
2020-01-10 14:00:00,14,28.0,CS,NO2,pre
2020-01-10 15:00:00,15,29.4,CS,NO2,pre
2020-01-10 16:00:00,16,29.6,CS,NO2,pre
2020-01-10 17:00:00,17,31.0,CS,NO2,pre
2020-01-10 18:00:00,18,33.2,CS,NO2,pre
2020-01-10 19:00:00,19,34.6,CS,NO2,pre
2020-01-10 20:00:00,20,38.4,CS,NO2,pre
2020-01-10 21:00:00,21,39.6,CS,NO2,pre
2020-01-10 22:00:00,22,40.0,CS,NO2,pre
2020-01-10 23:00:00,23,40.4,CS,NO2,pre
2020-01-11 00:00:00,0,38.8,CS,NO2,pre
2020-01-11 01:00:00,1,36.2,CS,NO2,pre
2020-01-11 02:00:00,2,33.4,CS,NO2,pre
2020-01-11 03:00:00,3,30.0,CS,NO2,pre
2020-01-11 04:00:00,4,31.2,CS,NO2,pre
2020-01-11 05:00:00,5,33.0,CS,NO2,pre
2020-01-11 06:00:00,6,34.8,CS,NO2,pre
2020-01-11 07:00:00,7,34.6,CS,NO2,pre
2020-01-11 08:00:00,8,36.8,CS,NO2,pre
2020-01-11 09:00:00,9,35.2,CS,NO2,pre
2020-01-11 10:00:00,10,36.2,CS,NO2,pre
2020-01-11 11:00:00,11,34.0,CS,NO2,pre
2020-01-11 12:00:00,12,31.0,CS,NO2,pre
2020-01-11 13:00:00,13,28.6,CS,NO2,pre
2020-01-11 14:00:00,14,27.4,CS,NO2,pre
2020-01-11 15:00:00,15,27.0,CS,NO2,pre
2020-01-11 16:00:00,16,28.2,CS,NO2,pre
2020-01-11 17:00:00,17,29.6,CS,NO2,pre
2020-01-11 18:00:00,18,34.4,CS,NO2,pre
2020-01-11 19:00:00,19,43.8,CS,NO2,pre
2020-01-11 20:00:00,20,54.6,CS,NO2,pre
2020-01-11 21:00:00,21,61.2,CS,NO2,pre
2020-01-11 22:00:00,22,62.4,CS,NO2,pre
2020-01-11 23:00:00,23,63.8,CS,NO2,pre
2020-01-12 00:00:00,0,65.6,CS,NO2,pre
2020-01-12 01:00:00,1,62.0,CS,NO2,pre
2020-01-12 02:00:00,2,59.6,CS,NO2,pre
2020-01-12 03:00:00,3,57.2,CS,NO2,pre
2020-01-12 04:00:00,4,55.0,CS,NO2,pre
2020-01-12 05:00:00,5,52.6,CS,NO2,pre
2020-01-12 06:00:00,6,51.0,CS,NO2,pre
2020-01-12 07:00:00,7,48.6,CS,NO2,pre
2020-01-12 08:00:00,8,48.6,CS,NO2,pre
2020-01-12 09:00:00,9,49.2,CS,NO2,pre
2020-01-12 10:00:00,10,51.6,CS,NO2,pre
2020-01-12 11:00:00,11,54.6,CS,NO2,pre
2020-01-12 12:00:00,12,50.2,CS,NO2,pre
2020-01-12 13:00:00,13,46.4,CS,NO2,pre
2020-01-12 14:00:00,14,40.2,CS,NO2,pre
2020-01-12 15:00:00,15,37.0,CS,NO2,pre
2020-01-12 16:00:00,16,37.2,CS,NO2,pre
2020-01-12 17:00:00,17,38.6,CS,NO2,pre
2020-01-12 18:00:00,18,42.6,CS,NO2,pre
2020-01-12 19:00:00,19,49.4,CS,NO2,pre
2020-01-12 20:00:00,20,55.4,CS,NO2,pre
2020-01-12 21:00:00,21,56.8,CS,NO2,pre
2020-01-12 22:00:00,22,56.8,CS,NO2,pre
2020-01-12 23:00:00,23,57.8,CS,NO2,pre
2020-01-13 00:00:00,0,57.6,CS,NO2,pre
2020-01-13 01:00:00,1,56.2,CS,NO2,pre
2020-01-13 02:00:00,2,55.4,CS,NO2,pre
2020-01-13 03:00:00,3,52.8,CS,NO2,pre
2020-01-13 04:00:00,4,50.6,CS,NO2,pre
2020-01-13 05:00:00,5,46.4,CS,NO2,pre
2020-01-13 06:00:00,6,46.2,CS,NO2,pre
2020-01-13 07:00:00,7,49.4,CS,NO2,pre
2020-01-13 08:00:00,8,52.0,CS,NO2,pre
2020-01-13 09:00:00,9,53.2,CS,NO2,pre
2020-01-13 10:00:00,10,53.0,CS,NO2,pre
2020-01-13 11:00:00,11,48.4,CS,NO2,pre
2020-01-13 12:00:00,12,43.0,CS,NO2,pre
2020-01-13 13:00:00,13,38.6,CS,NO2,pre
2020-01-13 14:00:00,14,37.4,CS,NO2,pre
2020-01-13 15:00:00,15,34.0,CS,NO2,pre
2020-01-13 16:00:00,16,34.4,CS,NO2,pre
2020-01-13 17:00:00,17,36.4,CS,NO2,pre
2020-01-13 18:00:00,18,40.2,CS,NO2,pre
2020-01-13 19:00:00,19,46.0,CS,NO2,pre
2020-01-13 20:00:00,20,48.6,CS,NO2,pre
2020-01-13 21:00:00,21,47.4,CS,NO2,pre
2020-01-13 22:00:00,22,47.2,CS,NO2,pre
2020-01-13 23:00:00,23,47.6,CS,NO2,pre
2020-01-14 00:00:00,0,48.0,CS,NO2,pre
2020-01-14 01:00:00,1,44.6,CS,NO2,pre
2020-01-14 02:00:00,2,44.2,CS,NO2,pre
2020-01-14 03:00:00,3,42.4,CS,NO2,pre
2020-01-14 04:00:00,4,41.2,CS,NO2,pre
2020-01-14 05:00:00,5,39.0,CS,NO2,pre
2020-01-14 06:00:00,6,38.2,CS,NO2,pre
2020-01-14 07:00:00,7,41.0,CS,NO2,pre
2020-01-14 08:00:00,8,44.4,CS,NO2,pre
2020-01-14 09:00:00,9,44.0,CS,NO2,pre
2020-01-14 10:00:00,10,40.6,CS,NO2,pre
2020-01-14 11:00:00,11,37.0,CS,NO2,pre
2020-01-14 12:00:00,12,35.8,CS,NO2,pre
2020-01-14 13:00:00,13,36.4,CS,NO2,pre
2020-01-14 14:00:00,14,36.4,CS,NO2,pre
2020-01-14 15:00:00,15,37.8,CS,NO2,pre
2020-01-14 16:00:00,16,39.8,CS,NO2,pre
2020-01-14 17:00:00,17,41.4,CS,NO2,pre
2020-01-14 18:00:00,18,44.2,CS,NO2,pre
2020-01-14 19:00:00,19,49.8,CS,NO2,pre
2020-01-14 20:00:00,20,50.8,CS,NO2,pre
2020-01-14 21:00:00,21,47.8,CS,NO2,pre
2020-01-14 22:00:00,22,44.8,CS,NO2,pre
2020-01-14 23:00:00,23,43.6,CS,NO2,pre
2020-01-15 00:00:00,0,41.8,CS,NO2,pre
2020-01-15 01:00:00,1,39.0,CS,NO2,pre
2020-01-15 02:00:00,2,36.8,CS,NO2,pre
2020-01-15 03:00:00,3,35.8,CS,NO2,pre
2020-01-15 04:00:00,4,34.2,CS,NO2,pre
2020-01-15 05:00:00,5,31.8,CS,NO2,pre
2020-01-15 06:00:00,6,28.8,CS,NO2,pre
2020-01-15 07:00:00,7,29.8,CS,NO2,pre
2020-01-15 08:00:00,8,36.2,CS,NO2,pre
2020-01-15 09:00:00,9,38.4,CS,NO2,pre
2020-01-15 10:00:00,10,35.6,CS,NO2,pre
2020-01-15 11:00:00,11,33.0,CS,NO2,pre
2020-01-15 12:00:00,12,31.4,CS,NO2,pre
2020-01-15 13:00:00,13,29.6,CS,NO2,pre
2020-01-15 14:00:00,14,28.0,CS,NO2,pre
2020-01-15 15:00:00,15,28.4,CS,NO2,pre
2020-01-15 16:00:00,16,29.0,CS,NO2,pre
2020-01-15 17:00:00,17,29.4,CS,NO2,pre
2020-01-15 18:00:00,18,31.6,CS,NO2,pre
2020-01-15 19:00:00,19,32.2,CS,NO2,pre
2020-01-15 20:00:00,20,32.6,CS,NO2,pre
2020-01-15 21:00:00,21,33.4,CS,NO2,pre
2020-01-15 22:00:00,22,33.4,CS,NO2,pre
2020-01-15 23:00:00,23,33.8,CS,NO2,pre
2020-01-16 00:00:00,0,32.2,CS,NO2,pre
2020-01-16 01:00:00,1,31.6,CS,NO2,pre
2020-01-16 02:00:00,2,29.6,CS,NO2,pre
2020-01-16 03:00:00,3,28.8,CS,NO2,pre
2020-01-16 04:00:00,4,28.8,CS,NO2,pre
2020-01-16 05:00:00,5,28.4,CS,NO2,pre
2020-01-16 06:00:00,6,28.6,CS,NO2,pre
2020-01-16 07:00:00,7,30.2,CS,NO2,pre
2020-01-16 08:00:00,8,33.2,CS,NO2,pre
2020-01-16 09:00:00,9,33.4,CS,NO2,pre
2020-01-16 10:00:00,10,32.0,CS,NO2,pre
2020-01-16 11:00:00,11,29.8,CS,NO2,pre
2020-01-16 12:00:00,12,27.6,CS,NO2,pre
2020-01-16 13:00:00,13,28.2,CS,NO2,pre
2020-01-16 14:00:00,14,26.8,CS,NO2,pre
2020-01-16 15:00:00,15,26.8,CS,NO2,pre
2020-01-16 16:00:00,16,27.2,CS,NO2,pre
2020-01-16 17:00:00,17,28.6,CS,NO2,pre
2020-01-16 18:00:00,18,30.4,CS,NO2,pre
2020-01-16 19:00:00,19,33.2,CS,NO2,pre
2020-01-16 20:00:00,20,34.6,CS,NO2,pre
2020-01-16 21:00:00,21,36.6,CS,NO2,pre
2020-01-16 22:00:00,22,38.2,CS,NO2,pre
2020-01-16 23:00:00,23,36.6,CS,NO2,pre
2020-01-17 00:00:00,0,35.8,CS,NO2,pre
2020-01-17 01:00:00,1,35.2,CS,NO2,pre
2020-01-17 02:00:00,2,34.0,CS,NO2,pre
2020-01-17 03:00:00,3,33.0,CS,NO2,pre
2020-01-17 04:00:00,4,32.0,CS,NO2,pre
2020-01-17 05:00:00,5,30.4,CS,NO2,pre
2020-01-17 06:00:00,6,31.0,CS,NO2,pre
2020-01-17 07:00:00,7,32.8,CS,NO2,pre
2020-01-17 08:00:00,8,37.2,CS,NO2,pre
2020-01-17 09:00:00,9,38.4,CS,NO2,pre
2020-01-17 10:00:00,10,35.0,CS,NO2,pre
2020-01-17 11:00:00,11,31.0,CS,NO2,pre
2020-01-17 12:00:00,12,30.0,CS,NO2,pre
2020-01-17 13:00:00,13,30.6,CS,NO2,pre
2020-01-17 14:00:00,14,30.0,CS,NO2,pre
2020-01-17 15:00:00,15,29.6,CS,NO2,pre
2020-01-17 16:00:00,16,30.8,CS,NO2,pre
2020-01-17 17:00:00,17,34.0,CS,NO2,pre
2020-01-17 18:00:00,18,37.6,CS,NO2,pre
2020-01-17 19:00:00,19,42.8,CS,NO2,pre
2020-01-17 20:00:00,20,44.8,CS,NO2,pre
2020-01-17 21:00:00,21,47.8,CS,NO2,pre
2020-01-17 22:00:00,22,50.2,CS,NO2,pre
2020-01-17 23:00:00,23,50.2,CS,NO2,pre
2020-01-18 00:00:00,0,48.2,CS,NO2,pre
2020-01-18 01:00:00,1,45.2,CS,NO2,pre
2020-01-18 02:00:00,2,45.2,CS,NO2,pre
2020-01-18 03:00:00,3,43.4,CS,NO2,pre
2020-01-18 04:00:00,4,42.2,CS,NO2,pre
2020-01-18 05:00:00,5,42.6,CS,NO2,pre
2020-01-18 06:00:00,6,42.6,CS,NO2,pre
2020-01-18 07:00:00,7,41.4,CS,NO2,pre
2020-01-18 08:00:00,8,42.0,CS,NO2,pre
2020-01-18 09:00:00,9,41.2,CS,NO2,pre
2020-01-18 10:00:00,10,38.2,CS,NO2,pre
2020-01-18 11:00:00,11,36.4,CS,NO2,pre
2020-01-18 12:00:00,12,34.0,CS,NO2,pre
2020-01-18 13:00:00,13,31.8,CS,NO2,pre
2020-01-18 14:00:00,14,29.2,CS,NO2,pre
2020-01-18 15:00:00,15,28.6,CS,NO2,pre
2020-01-18 16:00:00,16,29.6,CS,NO2,pre
2020-01-18 17:00:00,17,31.8,CS,NO2,pre
2020-01-18 18:00:00,18,35.4,CS,NO2,pre
2020-01-18 19:00:00,19,39.6,CS,NO2,pre
2020-01-18 20:00:00,20,43.6,CS,NO2,pre
2020-01-18 21:00:00,21,44.8,CS,NO2,pre
2020-01-18 22:00:00,22,46.8,CS,NO2,pre
2020-01-18 23:00:00,23,47.8,CS,NO2,pre
2020-01-19 00:00:00,0,44.6,CS,NO2,pre
2020-01-19 01:00:00,1,42.8,CS,NO2,pre
2020-01-19 02:00:00,2,41.2,CS,NO2,pre
2020-01-19 03:00:00,3,40.4,CS,NO2,pre
2020-01-19 04:00:00,4,39.4,CS,NO2,pre
2020-01-19 05:00:00,5,37.8,CS,NO2,pre
2020-01-19 06:00:00,6,36.8,CS,NO2,pre
2020-01-19 07:00:00,7,38.4,CS,NO2,pre
2020-01-19 08:00:00,8,41.8,CS,NO2,pre
2020-01-19 09:00:00,9,40.6,CS,NO2,pre
2020-01-19 10:00:00,10,38.8,CS,NO2,pre
2020-01-19 11:00:00,11,36.2,CS,NO2,pre
2020-01-19 12:00:00,12,30.6,CS,NO2,pre
2020-01-19 13:00:00,13,27.8,CS,NO2,pre
2020-01-19 14:00:00,14,23.6,CS,NO2,pre
2020-01-19 15:00:00,15,22.2,CS,NO2,pre
2020-01-19 16:00:00,16,23.0,CS,NO2,pre
2020-01-19 17:00:00,17,25.8,CS,NO2,pre
2020-01-19 18:00:00,18,32.4,CS,NO2,pre
2020-01-19 19:00:00,19,43.8,CS,NO2,pre
2020-01-19 20:00:00,20,51.4,CS,NO2,pre
2020-01-19 21:00:00,21,58.6,CS,NO2,pre
2020-01-19 22:00:00,22,62.6,CS,NO2,pre
2020-01-19 23:00:00,23,66.4,CS,NO2,pre
2020-01-20 00:00:00,0,65.2,CS,NO2,pre
2020-01-20 01:00:00,1,63.2,CS,NO2,pre
2020-01-20 02:00:00,2,62.0,CS,NO2,pre
2020-01-20 03:00:00,3,59.2,CS,NO2,pre
2020-01-20 04:00:00,4,55.2,CS,NO2,pre
2020-01-20 05:00:00,5,52.8,CS,NO2,pre
2020-01-20 06:00:00,6,51.0,CS,NO2,pre
2020-01-20 07:00:00,7,50.2,CS,NO2,pre
2020-01-20 08:00:00,8,51.8,CS,NO2,pre
2020-01-20 09:00:00,9,52.4,CS,NO2,pre
2020-01-20 10:00:00,10,52.4,CS,NO2,pre
2020-01-20 11:00:00,11,48.0,CS,NO2,pre
2020-01-20 12:00:00,12,42.2,CS,NO2,pre
2020-01-20 13:00:00,13,36.4,CS,NO2,pre
2020-01-20 14:00:00,14,33.6,CS,NO2,pre
2020-01-20 15:00:00,15,30.0,CS,NO2,pre
2020-01-20 16:00:00,16,28.4,CS,NO2,pre
2020-01-20 17:00:00,17,30.6,CS,NO2,pre
2020-01-20 18:00:00,18,36.2,CS,NO2,pre
2020-01-20 19:00:00,19,45.8,CS,NO2,pre
2020-01-20 20:00:00,20,51.2,CS,NO2,pre
2020-01-20 21:00:00,21,51.4,CS,NO2,pre
2020-01-20 22:00:00,22,54.2,CS,NO2,pre
2020-01-20 23:00:00,23,52.4,CS,NO2,pre
2020-01-21 00:00:00,0,47.0,CS,NO2,pre
2020-01-21 01:00:00,1,41.8,CS,NO2,pre
